course_code,course_name,professor,semester,course_description,credits,room_and_schedule,satisfies_core_requirement,prerequisites,corequisites,cross_listed_with,student_level
THEO1422.03,The Sacred Page: The Bible,"Kimmel, Joseph",Spring 2026,"The Bible has been an influential and often fundamental source for many modern, Western views of God, nature, human beings, a just society, and the origin and destiny of humanity and the world. An intelligent, serious reading of the Bible raises most of the enduring questions that have traditionally stood at the center of philosophical and theological debate. Thus, a thorough analysis of biblical texts in terms of the central concerns of the core curriculum will be the primary goal of THEO 1422 The Sacred Page: The Bible. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 209S TuTh 09:00AM -10:15AM,Theology,None,None,None,Undergraduate
THEO1422.04,The Sacred Page: The Bible,"Kimmel, Joseph",Spring 2026,"The Bible has been an influential and often fundamental source for many modern, Western views of God, nature, human beings, a just society, and the origin and destiny of humanity and the world. An intelligent, serious reading of the Bible raises most of the enduring questions that have traditionally stood at the center of philosophical and theological debate. Thus, a thorough analysis of biblical texts in terms of the central concerns of the core curriculum will be the primary goal of THEO 1422 The Sacred Page: The Bible. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 115S TuTh 10:30AM -11:45AM,Theology,None,None,None,Undergraduate
THEO1430.01,Buddhism and Christianity in Dialogue,"Hartnell-Howden, Tiffany L",Spring 2026,"This course is both an introduction to Buddhism and to Buddhist-Christian comparative learning. In early weeks we study concepts and practices of Theravada and Zen Buddhism from Southeast and East Asia. We then explore some areas of Christian thought that can be compared with Buddhism--understandings of faith, God, Jesus, sin, spiritual rebirth, sacramentality, and social ethics. Finally, from Buddhist and Christian perspectives, we focus on one or more of the following topics: spiritual practices of deepening care and discernment, faith-based action, interfaith learning, ecology, and/or feminism. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 461S M WF 02:00PM -02:50PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1430.02,Buddhism and Christianity in Dialogue,"Hartnell-Howden, Tiffany L",Spring 2026,"This course is both an introduction to Buddhism and to Buddhist-Christian comparative learning. In early weeks we study concepts and practices of Theravada and Zen Buddhism from Southeast and East Asia. We then explore some areas of Christian thought that can be compared with Buddhism--understandings of faith, God, Jesus, sin, spiritual rebirth, sacramentality, and social ethics. Finally, from Buddhist and Christian perspectives, we focus on one or more of the following topics: spiritual practices of deepening care and discernment, faith-based action, interfaith learning, ecology, and/or feminism. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Gasson Hall 302 M W 04:30PM -05:45PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1431.01,Islam and Christianity in Dialogue,"Delong-Bas, Natana J",Spring 2026,"This course engages the quest for truth and meaning in the faith traditions and practices of Islam and Christianity through the lens of comparative theology. We will use textual, historical, social, cultural, and gender analyses to examine and reflect on understandings of God, scripture, worship, sacred rites and rituals, religious law, and membership in the faith community, in addition to a comparative approach to Biblical and Quranic narratives, characters, and concepts of prophethood and saints, with special emphasis given to Jesus, M uhammad, and the Virgin M ary. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 115S M WF 01:00PM -01:50PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1431.02,Islam and Christianity in Dialogue,"Hopkins, Megan R",Spring 2026,"This course engages the quest for truth and meaning in the faith traditions and practices of Islam and Christianity through the lens of comparative theology. We will use textual, historical, social, cultural, and gender analyses to examine and reflect on understandings of God, scripture, worship, sacred rites and rituals, religious law, and membership in the faith community, in addition to a comparative approach to Biblical and Quranic narratives, characters, and concepts of prophethood and saints, with special emphasis given to Jesus, M uhammad, and the Virgin M ary. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 115N M WF 09:00AM -09:50AM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1431.03,Islam and Christianity in Dialogue,"Bliss, Barrie Rose;Welle, Jason",Spring 2026,"This course engages the quest for truth and meaning in the faith traditions and practices of Islam and Christianity through the lens of comparative theology. We will use textual, historical, social, cultural, and gender analyses to examine and reflect on understandings of God, scripture, worship, sacred rites and rituals, religious law, and membership in the faith community, in addition to a comparative approach to Biblical and Quranic narratives, characters, and concepts of prophethood and saints, with special emphasis given to Jesus, M uhammad, and the Virgin M ary. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 115S M WF 10:00AM -10:50AM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1431.04,Islam and Christianity in Dialogue,"DeLong-Bas, Natana J",Spring 2026,"This course engages the quest for truth and meaning in the faith traditions and practices of Islam and Christianity through the lens of comparative theology. We will use textual, historical, social, cultural, and gender analyses to examine and reflect on understandings of God, scripture, worship, sacred rites and rituals, religious law, and membership in the faith community, in addition to a comparative approach to Biblical and Quranic narratives, characters, and concepts of prophethood and saints, with special emphasis given to Jesus, M uhammad, and the Virgin M ary. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Lyons Hall 202 M WF 12:00 Noon-12:50PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1432.01,Hinduism and Christianity in Dialogue,"Bannon, Richard B",Spring 2026,"It has been said that to know one religion is to know none. In this course, we seek to gain an understanding of two of the major world religions, Christianity and Hinduism, through a comparative and dialogical approach of the ways in which these traditions have come to terms with some of the basic existential questions and religious aspirations of humanity. We will focus on conceptions of evil and salvation/liberation, on ritual practices, ethical principles, and their respective views of one another. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 301N TuTh 12:00 Noon-01:15PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1432.02,Hinduism and Christianity in Dialogue,"Bannon, Richard B",Spring 2026,"It has been said that to know one religion is to know none. In this course, we seek to gain an understanding of two of the major world religions, Christianity and Hinduism, through a comparative and dialogical approach of the ways in which these traditions have come to terms with some of the basic existential questions and religious aspirations of humanity. We will focus on conceptions of evil and salvation/liberation, on ritual practices, ethical principles, and their respective views of one another. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 301N TuTh 10:30AM -11:45AM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1432.03,Hinduism and Christianity in Dialogue,"Mylroie, Mary K",Spring 2026,"It has been said that to know one religion is to know none. In this course, we seek to gain an understanding of two of the major world religions, Christianity and Hinduism, through a comparative and dialogical approach of the ways in which these traditions have come to terms with some of the basic existential questions and religious aspirations of humanity. We will focus on conceptions of evil and salvation/liberation, on ritual practices, ethical principles, and their respective views of one another. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,245 Beacon Street Room 205 M WF 12:00 Noon-12:50PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1432.04,Hinduism and Christianity in Dialogue,"Mylroie, Mary K",Spring 2026,"It has been said that to know one religion is to know none. In this course, we seek to gain an understanding of two of the major world religions, Christianity and Hinduism, through a comparative and dialogical approach of the ways in which these traditions have come to terms with some of the basic existential questions and religious aspirations of humanity. We will focus on conceptions of evil and salvation/liberation, on ritual practices, ethical principles, and their respective views of one another. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,245 Beacon Street Room 230 M WF 10:00AM -10:50AM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1432.05,Hinduism and Christianity in Dialogue,"Curtis, Morgan",Spring 2026,"It has been said that to know one religion is to know none. In this course, we seek to gain an understanding of two of the major world religions, Christianity and Hinduism, through a comparative and dialogical approach of the ways in which these traditions have come to terms with some of the basic existential questions and religious aspirations of humanity. We will focus on conceptions of evil and salvation/liberation, on ritual practices, ethical principles, and their respective views of one another. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 461S M WF 03:00PM -03:50PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1432.06,Hinduism and Christianity in Dialogue,"Curtis, Morgan",Spring 2026,"It has been said that to know one religion is to know none. In this course, we seek to gain an understanding of two of the major world religions, Christianity and Hinduism, through a comparative and dialogical approach of the ways in which these traditions have come to terms with some of the basic existential questions and religious aspirations of humanity. We will focus on conceptions of evil and salvation/liberation, on ritual practices, ethical principles, and their respective views of one another. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 113S M W 04:30PM -05:45PM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1433.01,Chinese Religions and Christianity in Dialogue,"Pino, John Ryan",Spring 2026,"This course asks foundational questions about the nature of the divine, the human, and the relationship between the two. What is the nature of ultimate reality? How did the world and all in it come to be? Are human beings naturally moral or must we learn how to be good? What is the full capacity of human being? We shall ponder answers to these questions and more by putting selected Biblical and Christian texts in conversation with selected Confucian, Daoist, and Buddhist texts from the Chinese literary canon. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Devlin Hall 221 M WF 11:00AM -11:50AM,"Theology,Cultural Diversity",None,None,None,Undergraduate
THEO1433.02,Chinese Religions and Christianity in Dialogue,"Pino, John Ryan",Spring 2026,"This course asks foundational questions about the nature of the divine, the human, and the relationship between the two. What is the nature of ultimate reality? How did the world and all in it come to be? Are human beings naturally moral or must we learn how to be good? What is the full capacity of human being? We shall ponder answers to these questions and more by putting selected Biblical and Christian texts in conversation with selected Confucian, Daoist, and Buddhist texts from the Chinese literary canon. Satisfies Core requirement for: Theology (Sacred Texts and Traditions)",3,Stokes Hall 115S M WF 02:00PM -02:50PM,"Theology,Cultural Diversity",None,None,None,Undergraduate
THEO1434.01,Judaism and Christianity in Dialogue,"Langer, Ruth;Navarette, Jess",Spring 2026,"In 1974, the Vatican explicitly called on Catholics to understand Jews as they understand themselves. In our world of dialogue and post-Holocaust repair of relations, Jews similarly ought to understand Christians. This course will explore key topics in the contemporary Christian- Jewish dialogue with the goal of both enabling this understanding of the other and enhancing self-understanding. Students who do not identify with either tradition are welcome to enrich this conversation. Satisfies Core requirement for: Theology (Sacred Texts and Traditions) Christian Theology",3,Stokes Hall 461S TuTh 10:30AM -11:45AM,"Cultural Diversity,Theology",None,None,None,Undergraduate
THEO1401.01,Engaging Catholicism,"Coolman, Boyd;Santhiah, Keni Philomin Raj",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 403N TuTh 01:30PM -02:45PM,Theology,None,None,None,Undergraduate
THEO1401.02,Engaging Catholicism,"Turner, Emily",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 113S M WF 03:00PM -03:50PM,Theology,None,None,None,Undergraduate
THEO1401.03,Engaging Catholicism,"Lugonja, John Bosco",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Devlin Hall 117 TuTh 09:00AM -10:15AM,Theology,None,None,None,Undergraduate
THEO1401.04,Engaging Catholicism,"Moons, Jozef",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Lyons Hall 202 TuTh 09:00AM -10:15AM,Theology,None,None,None,Undergraduate
THEO1401.05,Engaging Catholicism,"Spinnenweber, Mark A;Ulishney, Megan Carol",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Campion Hall 204 TuTh 10:30AM -11:45AM,Theology,None,None,None,Undergraduate
THEO1401.06,Engaging Catholicism,"Bergin, William N;Biagioli, Brandon",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Devlin Hall 112 TuTh 09:00AM -10:15AM,Theology,None,None,None,Undergraduate
THEO1401.07,Engaging Catholicism,"Ulishney, Paul",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 103N M WF 11:00AM -11:50AM,Theology,None,None,None,Undergraduate
THEO1401.08,Engaging Catholicism,"Felice, Margaret A",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 109S TuTh 04:30PM -05:45PM,Theology,None,None,None,Undergraduate
THEO1401.09,Engaging Catholicism,"Ulishney, Paul",Spring 2026,"Roman Catholicism is a global religious tradition with over 1.2 billion adherents. In this Core course students will be offered an introductory engagement with the Roman Catholic tradition. This engagement will include consideration of the history, principal beliefs, exemplary figures, and communal practices of the Roman Catholicism. The course will also explore contemporary issues and challenges facing Catholicism today. Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 461S M WF 09:00AM -09:50AM,Theology,None,None,None,Undergraduate
THEO1402.01,"God, Self, and Society","Jarrett, Madeline",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 101N TuTh 09:00AM -10:15AM,Theology,None,None,None,Undergraduate
THEO1402.02,"God, Self, and Society","Gribaudo, Jeanmarie, CSJ",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 115S TuTh 04:30PM -05:45PM,Theology,None,None,None,Undergraduate
THEO1402.03,"God, Self, and Society","McLaughlin, Christopher J",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 461S TuTh 12:00 Noon-01:15PM,Theology,None,None,None,Undergraduate
THEO1402.04,"God, Self, and Society","Miller, Sarah L",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 461S M WF 11:00AM -11:50AM,Theology,None,None,None,Undergraduate
THEO1402.05,"God, Self, and Society","Bozza, Mary L",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Stokes Hall 115S TuTh 09:00AM -10:15AM,Theology,None,None,None,Undergraduate
THEO1402.07,"God, Self, and Society","Cox, Daniel J",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Devlin Hall 112 M WF 02:00PM -02:50PM,Theology,None,None,None,Undergraduate
THEO1402.08,"God, Self, and Society","Ulishney, Megan Carol;Widdicombe, Henry O",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Campion Hall 300 TuTh 12:00 Noon-01:15PM,Theology,None,None,None,Undergraduate
THEO1402.10,"God, Self, and Society","Gribaudo, Jeanmarie, CSJ",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Campion Hall 236 TuTh 03:00PM -04:15PM,Theology,None,None,None,Undergraduate
THEO1402.12,"God, Self, and Society","Conway, Justin",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology)",3,Devlin Hall 218 M WF 03:00PM -03:50PM,Theology,None,None,None,Undergraduate
THEO1402.13,"God, Self, and Society","McLaughlin, Christopher J",Spring 2026,"The purpose of this course is to introduce students to the dynamics of theological reflection in an academic setting. Framed as a quest for truth, transformation, and justice, the course invites students to explore key questions and themes of enduring human significance in conversation with the classic texts, ideas, and practices that animate the Christian theological tradition. Such questions include: What is theology? What is the ultimate horizon of our lives? What does it mean to be human? Who is Jesus Christ? And how can we know and serve the common good? Satisfies Core requirement for: Theology (Christian Theology) PULSE & Perspectives",3,Campion Hall 300 TuTh 01:30PM -02:45PM,Theology,None,None,None,Undergraduate
THEO1091.01,Perspectives on Western Culture II/Perspectives II,"Cronin, Kerry M",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,245 Beacon Street Room 125 M W 03:00PM -04:15PM,Theology,None,None,None,Undergraduate
THEO1091.03,Perspectives on Western Culture II/Perspectives II,"McNellis, Paul W, SJ",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Advising Section;Stokes Hall 115S M WF 11:00AM -11:50AM,Theology,None,None,None,Undergraduate
THEO1091.07,Perspectives on Western Culture II/Perspectives II,"Petillo, Louis M",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Living and Learning;Stokes Hall 111S M WF 12:00 Noon-12:50PM,Theology,None,None,None,Undergraduate
THEO1091.09,Perspectives on Western Culture II/Perspectives II,"Boor Mulcahey, Kelsey",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 113S TuTh 09:00AM -10:15AM,Theology,None,None,None,Undergraduate
THEO1091.11,Perspectives on Western Culture II/Perspectives II,"Donnelly, Jason M",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Advising Section;Stokes Hall 101N TuTh 10:30AM -11:45AM,Theology,None,None,None,Undergraduate
THEO1091.13,Perspectives on Western Culture II/Perspectives II,"Atanassova, Antonia",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Advising Section;Stokes Hall 215N TuTh 03:00PM -04:15PM,Theology,None,None,None,Undergraduate
THEO1091.15,Perspectives on Western Culture II/Perspectives II,"De La Noval, Roberto J;Rickenbrode, Trevor",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 117S M WF 11:00AM -11:50AM,Theology,None,None,None,Undergraduate
THEO1091.19,Perspectives on Western Culture II/Perspectives II,"Magree, Michael C, SJ;Wong, Joshua Zhi En",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 201N TuTh 01:30PM -02:45PM,Theology,None,None,None,Undergraduate
THEO1091.21,Perspectives on Western Culture II/Perspectives II,"Atanassova, Antonia",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Advising Section;Stokes Hall 131N TuTh 04:30PM -05:45PM,Theology,None,None,None,Undergraduate
THEO1091.23,Perspectives on Western Culture II/Perspectives II,"Barrette, Andrew",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Advising Section;Stokes Hall 109S M WF 12:00 Noon-12:50PM,Theology,None,None,None,Undergraduate
THEO1091.25,Perspectives on Western Culture II/Perspectives II,"Petillo, Louis M",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Living and Learning;Stokes Hall 111S M WF 01:00PM -01:50PM,Theology,None,None,None,Undergraduate
THEO1091.27,Perspectives on Western Culture II/Perspectives II,"Muldoon, Timothy P",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 295S M WF 01:00PM -01:50PM,Theology,None,None,None,Undergraduate
THEO1091.29,Perspectives on Western Culture II/Perspectives II,"De La Noval, Roberto J",Spring 2026,"Freshmen only The course introduces students to the Judeo-Christian Biblical texts and to the writings of such foundational thinkers as Plato, Aristotle, Augustine, Aquinas, Luther, Bacon, Descartes, Hobbes, Locke, Kant, Hegel, and Kierkegaard. The first semester considers the birth of the self-critical Greek philosophic spirit, the story of the people of Israel, the emergence of Christianity and Islam, and concludes with a consideration of medieval explorations of the relationship between faith and reason. Attention will also be paid to non-Western philosophical and theological sources.",3,Stokes Hall 213S M WF 09:00AM -09:50AM,Theology,None,None,None,Undergraduate
